wave (um),Rp/R*
3.09259199334,2.5361224304989696
3.09382916699,2.536049755403076
3.09506683557,2.535977089328687
3.09630499926,2.5359044322686928
3.09754365828,2.5358317842199236
3.09878281282,2.5357591451772388
3.10002246307,2.5356865151354966
3.10126260924,2.5356138940895554
3.10250325152,2.535541282034272
3.10374439011,2.5354686789645027
3.10498602521,2.535396084875103
3.10622815702,2.5353234997609277
3.10747078574,2.535250923618804
3.10871391157,2.5351783564416133
3.1099575347,2.5351057982242082
3.11120165533,2.5350332489634138
3.11244627367,2.534960708654081
3.11369138991,2.534888177289089
3.11493700425,2.5348156548652607
3.1161831169,2.5347431413774455
3.11742972804,2.5346706368185195
3.11867683789,2.534598141187277
3.11992444663,2.534525654476593
3.12117255447,2.534453176681313
3.12242116161,2.534380707796285
3.12367026825,2.5343082478183274
3.12491987458,2.5342357967403113
3.12616998081,2.5341633545590545
3.12742058715,2.5340909212674276
3.12867169377,2.5340184968622466
3.1299233009,2.533946081338354
3.13117540873,2.533873674690591
3.13242801745,2.5338012769137994
3.13368112727,2.533728888004792
3.1349347384,2.5336565079564357
3.13618885102,2.533584136763569
3.13744346534,2.5335117744230042
3.13869858156,2.5334394209295787
3.13995419989,2.533367076276156
3.14121032052,2.5332947404595463
3.14246694365,2.5332224134765586
3.14372406949,2.533150095320054
3.14498169823,2.533077785984868
3.14623983008,2.533005485467807
3.14749846524,2.5329331937617305
3.14875760391,2.532860910863445
3.15001724629,2.532788636767782
3.15127739258,2.532716371471547
3.15253804299,2.5326441149656223
3.15379919771,2.5325718672487856
3.15506085695,2.5324996283138916
3.15632302091,2.532427398157744
3.15758568979,2.5323551767751695
3.1588488638,2.532282964160996
3.16011254313,2.5322107603100497
3.16137672799,2.5321385652191313
3.16264141858,2.532066378881091
3.1639066151,2.531994201292728
3.16517231775,2.531922032446892
3.16643852674,2.531849872342355
3.16770524227,2.5317777209719656
3.16897246455,2.5317055783305453
3.17024019377,2.53163344441489
3.17150843013,2.531561319217846
3.17277717385,2.531489202738183
3.17404642512,2.53141709496677
3.17531618415,2.531344995902376
3.17658645114,2.5312729055398195
3.17785722629,2.5312008238719423
3.1791285098,2.5311287508955367
3.18040030189,2.5310566866054187
3.18167260275,2.5309846309964033
3.18294541258,2.5309125840652813
3.1842187316,2.5308405458048915
3.18549256,2.530768516213998
3.18676689799,2.5306964952834625
3.18804174577,2.530624483012049
3.18931710354,2.530552479394569
3.19059297152,2.5304804844238573
3.1918693499,2.5304084980967008
3.19314623888,2.530336520407908
3.19442363868,2.5302645513542648
3.19570154949,2.5301925909305796
3.19697997153,2.530120639129684
3.19825890499,2.5300486959483606
3.19953835008,2.529976761383393
3.20081830701,2.5299048354276095
3.20209877597,2.5298329180777928
3.20337975718,2.529761009328747
3.20466125084,2.529689109175276
3.20594325715,2.529617217614159
3.20722577632,2.5295453346401997
3.20850880856,2.5294734602462228
3.20979235407,2.529401594430983
3.21107641305,2.5293297371873047
3.21236098571,2.5292578885119643
3.21364607226,2.5291860483997612
3.21493167289,2.529114216847472
3.21621778783,2.5290423938459394
3.21750441727,2.528970579395893
3.21879156142,2.528898773490153
3.22007922048,2.528826976123515
3.22136739466,2.5287551872907743
3.22265608417,2.528683406990681
3.22394528921,2.5286116352140753
3.22523500999,2.5285398719597048
3.22652524672,2.5284681172223626
3.2278159996,2.5283963709948645
3.22910726884,2.5283246332759566
3.23039905464,2.5282529040584527
3.23169135721,2.5281811833391212
3.23298417676,2.5281094711127525
3.2342775135,2.5280377673761127
3.23557136763,2.5279660721220134
3.23686573935,2.52789438534722
3.23816062889,2.527822707048499
3.23945603643,2.52775103721668
3.2407519622,2.5276793758524834
3.24204840639,2.5276077229487175
3.24334536922,2.527536078502145
3.24464285089,2.5274644425055715
3.24594085162,2.52739281495576
3.24723937159,2.527321195849471
3.24853841104,2.527249585179509
3.24983797016,2.527177982942634
3.25113804916,2.527106389135606
3.25243864825,2.5270348037512265
3.25373976763,2.5269632267882334
3.25504140752,2.526891658237448
3.25634356813,2.5268200980976068
3.25764624965,2.5267485463634882
3.25894945231,2.5266770030318475
3.26025317631,2.526605468095484
3.26155742185,2.526533941551152
3.26286218915,2.5264624233936273
3.26416747841,2.5263909136196636
3.26547328985,2.526319412224036
3.26677962367,2.526247919201518
3.26808648008,2.5261764345468825
3.26939385929,2.526104958258861
3.27070176151,2.526033490330245
3.27201018695,2.5259620307577864
3.27331913582,2.5258905795362554
3.27462860832,2.5258191366604223
3.27593860467,2.5257477021270356
3.27724912508,2.5256762759308646
3.27856016975,2.5256048580666772
3.2798717389,2.525533448531221
3.28118383274,2.525462047321242
3.28249645147,2.525390654429528
3.28380959531,2.5253192698528237
3.28512326446,2.5252478935858953
3.28643745914,2.525176525625486
3.28775217955,2.52510516596636
3.28906742592,2.525033814605262
3.29038319843,2.524962471534973
3.29169949732,2.5248911367542166
3.29301632278,2.5248198102557735
3.29433367503,2.5247484920363847
3.29565155428,2.5246771820908114
3.29696996074,2.524605880415793
3.29828889462,2.5245345870060882
3.29960835614,2.524463301858437
3.30092834549,2.524392024967596
3.3022488629,2.5243207563283234
3.30356990858,2.5242494959373567
3.30489148273,2.5241782437894518
3.30621358557,2.5241069998793635
3.30753621731,2.524035764203828
3.30885937816,2.5239645367595798
3.31018306834,2.5238933175413734
3.31150728805,2.5238221065419806
3.3128320375,2.523750903762097
3.31415731692,2.5236797091925114
3.3154831265,2.5236085228299574
3.31680946647,2.5235373446731475
3.31813633703,2.5234661747148506
3.3194637384,2.5233950129498157
3.32079167079,2.5233238593767546
3.32212013441,2.5232527139884344
3.32344912947,2.523181576781584
3.32477865619,2.523110447752932
3.32610871478,2.5230393268952427
3.32743930545,2.5229682142072263
3.32877042842,2.5228971096816455
3.3301020839,2.5228260133172085
3.33143427209,2.522754925106678
3.33276699322,2.5226838450467786
3.3341002475,2.522612773134236
3.33543403514,2.5225417093637916
3.33676835635,2.5224706537301875
3.33810321136,2.522399606230147
3.33943860036,2.52232856685841
3.34077452357,2.5222575356116987
3.34211098122,2.522186512484753
3.34344797351,2.522115497474293
3.34478550065,2.522044490575057
3.34612356286,2.5219734917837657
3.34746216036,2.5219025010951555
3.34880129335,2.521831518503962
3.35014096206,2.5217605440088873
3.3514811667,2.5216895776026833
3.35282190747,2.5216186192820675
3.35416318461,2.521547669041773
3.35550499831,2.5214767268805
3.35684734879,2.521405792790998
3.35819023628,2.5213348667679982
3.35953366098,2.5212639488101996
3.36087762311,2.521193038912332
3.36222212288,2.5211221370711097
3.36356716052,2.5210512432792793
3.36491273623,2.520980357535536
3.36625885022,2.5209094798326257
3.36760550273,2.5208386101692426
3.36895269395,2.5207677485381312
3.37030042411,2.520696894937985
3.37164869342,2.5206260493635306
3.3729975021,2.520555211811477
3.37434685036,2.520484382274566
3.37569673843,2.520413560749505
3.3770471665,2.5203427472349866
3.37839813481,2.5202719417217656
3.37974964356,2.520201144210517
3.38110169298,2.520130354693979
3.38245428328,2.5200595731688566
3.38380741467,2.5199887996318555
3.38516108738,2.519918034077696
3.38651530161,2.519847276501098
3.38787005759,2.5197765268987644
3.38922535553,2.519705785267399
3.39058119566,2.5196350516017194
3.39193757817,2.5195643258964435
3.3932945033,2.519493608150257
3.39465197127,2.5194228983558915
3.39600998227,2.519352196512032
3.39736853655,2.519281502613394
3.3987276343,2.519210816654692
3.40008727575,2.5191401386326246
3.40144746113,2.5190694685419057
3.40280819063,2.518998806379233
3.40416946449,2.518928152141303
3.40553128291,2.518857505822828
3.40689364613,2.5187868674205047
3.40825655435,2.518716236927058
3.40962000779,2.518645614343153
3.41098400668,2.518574999661515
3.41234855122,2.518504392878837
3.41371364164,2.518433793989828
3.41507927816,2.518363202991181
3.416445461,2.5182926198795883
3.41781219037,2.5182220446497565
3.41917946649,2.5181514772983773
3.42054728958,2.518080917820156
3.42191565986,2.5180103662117834
3.42328457755,2.5179398224699496
3.42465404287,2.5178692865873717
3.42602405603,2.517798758562725
3.42739461726,2.5177282383926984
3.42876572678,2.5176577260700075
3.4301373848,2.5175872215913393
3.43150959154,2.5175167249553674
3.43288234723,2.517446236154806
3.43425565208,2.517375755186341
3.43562950631,2.517305282046657
3.43700391015,2.5172348167324397
3.43837886381,2.517164359236401
3.43975436751,2.51709390955721
3.44113042147,2.5170234676895644
3.44250702591,2.516953033630147
3.44388418106,2.51688260737564
3.44526188713,2.516812188918752
3.44664014435,2.516741778258151
3.44801895292,2.516671375388531
3.44939831309,2.5166009803065723
3.45077822505,2.5165305930069675
3.45215868905,2.5164602134863965
3.45353970529,2.5163898417435244
3.454921274,2.516319477769069
3.45630339539,2.5162491215616947
3.4576860697,2.516178773118079
3.45906929713,2.516108432432911
3.46045307792,2.5160380995028673
3.46183741229,2.515967774324624
3.46322230044,2.5158974568908805
3.46460774262,2.5158271472003
3.46599373903,2.5157568452495562
3.4673802899,2.515686551031348
3.46876739546,2.5156162645443363
3.47015505591,2.5155459857851934
3.4715432715,2.5154757147466165
3.47293204243,2.5154054514272643
3.47432136893,2.5153351958218213
3.47571125122,2.5152649479269575
3.47710168953,2.5151947077393433
3.47849268407,2.51512447525366
3.47988423508,2.5150542504645896
3.48127634276,2.5149840333707885
3.48266900735,2.5149138239689246
3.48406222907,2.5148436222516897
3.48545600814,2.514773428215751
3.48685034478,2.514703241859763
3.48824523921,2.5146330631784033
3.48964069167,2.5145628921663503
3.49103670237,2.5144927288202683
3.49243327154,2.5144225731368226
3.49383039939,2.5143524251106886
3.49522808616,2.5142822847405184
3.49662633207,2.5142121520209866
3.49802513733,2.514142026946767
3.49942450218,2.5140719095145228
3.50082442684,2.514001799720915
3.50222491153,2.513931697562605
3.50362595647,2.5138616030362533
3.50502756189,2.513791516134542
3.50642972802,2.5137214368541314
3.50783245508,2.513651365195659
3.50923574329,2.5135813011498156
3.51063959288,2.513511244715249
3.51204400407,2.5134411958866276
3.51344897708,2.5133711546625976
3.51485451215,2.5133011210378275
3.51626060949,2.5132310950069834
3.51766726934,2.513161076566721
3.51907449191,2.513091065713696
3.52048227743,2.513021062444563
3.52189062613,2.5129510667559765
3.52329953823,2.512881078640611
3.52470901396,2.512811098099099
3.52611905354,2.5127411251241143
3.5275296572,2.5126711597123093
3.52894082516,2.512601201860335
3.53035255765,2.5125312515648437
3.5317648549,2.512461308820496
3.53317771713,2.5123913736259325
3.53459114457,2.512321445973823
3.53600513744,2.5122515258647966
3.53741969597,2.512181613289533
3.53883482038,2.51211170824866
3.54025051091,2.512041810734845
3.54166676778,2.511971920746727
3.54308359121,2.5119020382789614
3.54450098143,2.5118321633301854
3.54591893868,2.5117622958930648
3.54733746317,2.5116924359642443
3.54875655513,2.5116225835423602
3.55017621479,2.511552738622066
3.55159644238,2.511482901200006
3.55301723812,2.5114130712708334
3.55443860224,2.5113432488331817
3.55586053497,2.511273433881703
3.55728303654,2.5112036264110484
3.55870610717,2.5111338264198504
3.56012974709,2.511064033904751
3.56155395653,2.510994248858408
3.56297873572,2.510924471279453
3.56440408489,2.5108547011645257
3.56583000425,2.510784938510266
3.56725649405,2.5107151833093293
3.5686835545,2.5106454355623375
3.57011118585,2.510575695261945
3.5715393883,2.5105059624067816
3.57296816211,2.5104362369895
3.57439750748,2.51036651901072
3.57582742466,2.5102968084650867
3.57725791386,2.510227105349235
3.57868897533,2.510157409655817
3.58012060928,2.51008772138545
3.58155281596,2.5100180405327768
3.58298559557,2.509948367094431
3.58441894836,2.5098787010650536
3.58585287456,2.509809042443269
3.58728737439,2.509739391221726
3.58872244808,2.50966974740104
3.59015809587,2.509600110973858
3.59159431798,2.509530481938803
3.59303111464,2.509460860292505
3.59446848609,2.5093912460276098
3.59590643254,2.5093216391427386
3.59734495424,2.50925203963452
3.59878405141,2.5091824474995836
3.60022372429,2.5091128627325636
3.60166397309,2.5090432853300877
3.60310479806,2.508973715288783
3.60454619943,2.5089041526072693
3.60598817741,2.5088345972761936
3.60743073226,2.508765049296167
3.60887386418,2.5086955086638154
3.61031757343,2.508625975371777
3.61176186022,2.5085564494206625
3.61320672479,2.508486930803109
3.61465216737,2.5084174195177327
3.6160981882,2.5083479155591637
3.61754478749,2.5082784189240237
3.61899196549,2.5082089296109285
3.62043972242,2.5081394476125127
3.62188805852,2.50806997292739
3.62333697402,2.508000505552182
3.62478646915,2.507931045481514
3.62623654414,2.5078615927139998
3.62768719923,2.507792147242271
3.62913843464,2.5077227090669334
3.63059025061,2.507653278180618
3.63204264737,2.507583854581936
3.63349562515,2.507514438267505
3.63494918419,2.507445029231947
3.63640332472,2.5073756274718795
3.63785804696,2.507306232983917
3.63931335117,2.5072368457646754
3.64076923755,2.5071674658107703
3.64222570636,2.5070980931188154
3.64368275782,2.5070287276834304
3.64514039216,2.506959369501229
3.64659860962,2.5068900185708185
3.64805741043,2.506820674886818
3.64951679483,2.506751338445838
3.65097676305,2.506682009244491
3.65243731531,2.506612687277394
3.65389845187,2.506543372543152
3.65536017294,2.506474065038376
3.65682247876,2.5064047647576797
3.65828536958,2.5063354716976733
3.65974884561,2.506266185854966
3.6612129071,2.5061969072261663
3.66267755428,2.5061276358098765
3.66414278738,2.5060583715987144
3.66560860664,2.505989114589287
3.66707501229,2.505919864782192
3.66854200457,2.505850622168049
3.67000958371,2.505781386747455
3.67147774995,2.5057121585170155
3.67294650352,2.5056429374693434
3.67441584466,2.505573723605035
3.6758857736,2.505504516916703
3.67735629057,2.5054353174049413
3.67882739582,2.505366125062363
3.68029908957,2.50529693988557
3.68177137206,2.5052277618751555
3.68324424354,2.505158591021734
3.68471770423,2.5050894273278947
3.68619175436,2.5050202707842506
3.68766639419,2.5049511213913935
3.68914162393,2.5048819791419317
3.69061744383,2.504812844036456
3.69209385413,2.5047437160695702
3.69357085505,2.5046745952378724
3.69504844684,2.504605481535964
3.69652662973,2.5045363749644363
3.69800540396,2.5044672755138966
3.69948476976,2.5043981831869306
3.70096472738,2.5043290979761426
3.70244527705,2.5042600198781275
3.703926419,2.5041909488914778
3.70540815347,2.5041218850107914
3.7068904807,2.50405282823466
3.70837340093,2.5039837785556838
3.7098569144,2.5039147359744502
3.71134102133,2.503845700485555
3.71282572197,2.503776672083595
3.71431101656,2.503707650769155
3.71579690533,2.5036386365368304
3.71728338852,2.503569629381216
3.71877046638,2.5035006293028967
3.72025813913,2.5034316362944686
3.72174640701,2.5033626503525213
3.72323527027,2.5032936714776395
3.72472472913,2.5032246996624172
3.72621478385,2.503155734903444
3.72770543466,2.503086777199304
3.72919668179,2.503017826546587
3.73068852549,2.5029488829398816
3.73218096599,2.5028799463757747
3.73367400353,2.5028110168528506
3.73516763835,2.502742094365698
3.7366618707,2.5026731789129
3.7381567008,2.502604270489044
3.7396521289,2.502535369090715
3.74114815524,2.5024664747144967
3.74264478005,2.502397587356973
3.74414200358,2.502328707016726
3.74563982607,2.50225983368834
3.74713824775,2.502190967368398
3.74863726887,2.5021221080534817
3.75013688966,2.502053255740173
3.75163711037,2.501984410425053
3.75313793123,2.501915572106701
3.75463935248,2.5018467407777
3.75614137437,2.5017779164386273
3.75764399714,2.5017090990820656
3.75914722102,2.5016402887085905
3.76065104626,2.5015714853107838
3.76215547309,2.5015026888892207
3.76366050176,2.50143389943848
3.76516613251,2.501365116953141
3.76667236558,2.5012963414337777
3.76817920121,2.501227572874967
3.76968663964,2.5011588112732865
3.77119468111,2.5010900566233114
3.77270332587,2.501021308925616
3.77421257415,2.5009525681747746
3.77572242619,2.5008838343673623
3.77723288224,2.500815107501952
3.77874394255,2.5007463875711187
3.78025560734,2.5006776745734345
3.78176787687,2.5006089685074713
3.78328075137,2.5005402693658025
3.78479423109,2.5004715771489985
3.78630831626,2.500402891851631
3.78782300714,2.5003342134702713
3.78933830396,2.500265542003489
3.79085420697,2.500196877445854
3.7923707164,2.500128219793937
3.79388783251,2.5000595690443057
3.79540555553,2.4999909251955295
3.7969238857,2.4999222882421765
3.79844282328,2.4998536581828144
3.7999623685,2.4997850350120108
3.8014825216,2.499716418726332
3.80300328283,2.4996478093243457
3.80452465243,2.499579206802617
3.80604663065,2.4995106111557117
3.80756921773,2.499442022382196
3.80909241391,2.4993734404786334
3.81061621943,2.499304865439589
3.81214063455,2.499236297263626
3.8136656595,2.49916773594931
3.81519129452,2.499099181489202
3.81671753987,2.4990306338818655
3.81824439578,2.4989620931238634
3.8197718625,2.4988935592117567
3.82129994028,2.4988250321421064
3.82282862936,2.4987565119114747
3.82435792998,2.4986879985184225
3.82588784238,2.498619491957509
3.82741836682,2.4985509922252938
3.82894950354,2.498482499320337
3.83048125278,2.498414013239199
3.83201361479,2.4983455339764356
3.83354658981,2.4982770615286047
3.83508017808,2.4982085958962674
3.83661437986,2.498140137071978
3.83814919539,2.498071685054294
3.83968462492,2.4980032398397722
3.84122066868,2.497934801424969
3.84275732693,2.4978663698064394
3.84429459991,2.4977979449807384
3.84583248786,2.4977295269464226
3.84737099104,2.4976611156980444
3.84891010969,2.4975927112321576
3.85044984406,2.4975243135473177
3.85199019439,2.497455922640077
3.85353116092,2.4973875385049875
3.85507274391,2.497319161140602
3.8566149436,2.497250790543473
3.85815776024,2.4971824267121536
3.85970119408,2.4971140696391907
3.86124524536,2.4970457193231366
3.86278991432,2.496977375762544
3.86433520122,2.49690903895196
3.86588110631,2.496840708887934
3.86742762982,2.496772385569017
3.86897477201,2.496704068991758
3.87052253313,2.496635759152704
3.87207091342,2.496567456048404
3.87361991314,2.4964991596734016
3.87516953252,2.4964308700282487
3.87671977181,2.49636258710749
3.87827063127,2.49629431090767
3.87982211115,2.4962260414273385
3.88137421168,2.4961577786630396
3.88292693312,2.4960895226093154
3.88448027572,2.4960212732647133
3.88603423973,2.495953030625777
3.88758882539,2.495884794691053
3.88914403295,2.4958165654530786
3.89069986267,2.495748342912402
3.89225631478,2.4956801270635625
3.89381338955,2.4956119179051055
3.89537108721,2.4955437154335725
3.89692940802,2.495475519643501
3.89848835223,2.495407330535438
3.90004792009,2.495339148101917
3.90160811184,2.495270972343485
3.90316892774,2.495202803256681
3.90473036803,2.4951346408360413
3.90629243297,2.495066485078103
3.90785512281,2.494998335983413
3.90941843778,2.494930193544501
3.91098237816,2.4948620577619116
3.91254694418,2.4947939286301786
3.91411213609,2.494725806145838
3.91567795415,2.4946576903074296
3.91724439861,2.49458958111149
3.91881146972,2.4945214785545544
3.92037916772,2.4944533826311526
3.92194749287,2.4943852933418285
3.92351644542,2.4943172106811113
3.92508602562,2.4942491346475397
3.92665623372,2.494181065237646
3.92822706998,2.49411300244596
3.92979853464,2.494044946271017
3.93137062795,2.493976896711355
3.93294335018,2.4939088537615004
3.93451670156,2.493840817417984
3.93609068235,2.4937727876793425
3.9376652928,2.4937047645421058
3.93924053316,2.493636748002804
3.9408164037,2.4935687380579665
3.94239290465,2.493500734706128
3.94397003627,2.493432737941812
3.94554779881,2.4933647477635517
3.94712619253,2.4932967641678756
3.94870521767,2.4932287871513115
3.9502848745,2.493160816710386
3.95186516325,2.493092852843632
3.9534460842,2.49302489554557
3.95502763758,2.4929569448147313
3.95660982365,2.4928890006476423
3.95819264267,2.492821063042833
3.95977609488,2.492753131994823
3.96136018054,2.492685207500137
3.96294489991,2.492617289557304
3.96453025324,2.492549378164854
3.96611624078,2.4924814733152982
3.96770286279,2.492413575009172
3.96929011951,2.4923456832429967
3.97087801121,2.492277798011289
3.97246653813,2.4922099193125766
3.97405570053,2.492142047145387
3.97564549867,2.4920741815042344
3.9772359328,2.4920063223856395
3.97882700317,2.491938469790135
3.98041871005,2.491870623710228
3.98201105367,2.4918027841464503
3.9836040343,2.491734951093314
3.9851976522,2.4916671245493447
3.98679190761,2.4915993045110603
3.9883868008,2.4915314909749786
3.98998233201,2.4914636839376167
3.99157850151,2.491395883397498
3.99317530954,2.4913280893511396
3.99477275637,2.49126030179305
3.99637084225,2.4911925207237595
3.99796956744,2.4911247461397834
3.99956893218,2.491056978035629
4.00116893674,2.4909892282826114
4.00276958138,2.490923119801171
4.00437086634,2.49085381530912
4.00597279189,2.4907859879805008
4.00757535827,2.4907264856342617
4.00917856576,2.4906518156679387
4.0107824146,2.4905828615506853
4.01238690505,2.490515100090742
4.01399203737,2.49046836615525
4.01559781181,2.490379693040802
4.01720422863,2.4903121346449724
4.01881128809,2.4902442741104736
4.02041899045,2.4901777523462054
4.02202733595,2.4901089128389544
4.02363632487,2.4900412370019094
4.02524595745,2.490029440191421
4.02685623396,2.489905983907826
4.02846715465,2.4898383647618574
4.03007871978,2.4897710538180013
4.03169092961,2.4897029733885927
4.03330378439,2.4896353851678765
4.03491728438,2.489567737015806
4.03653142985,2.4895001028359087
4.03814622105,2.4894325081612476
4.03976165823,2.4893648730188187
4.04137774166,2.4892972822786756
4.04299447159,2.4892296997223857
4.04461184829,2.4891620933739933
4.04622987201,2.4890945146418204
4.04784854302,2.4890272799891124
4.04946786156,2.4889593651664947
4.0510878279,2.488927546928596
4.0527084423,2.488824248234495
4.05432970501,2.4887567468477108
4.05595161631,2.488689268277581
4.05757417644,2.4886216247573674
4.05919738566,2.488554096283623
4.06082124425,2.4884865639520743
4.06244575244,2.4884190453177295
4.06407091051,2.488351534349598
4.06569671872,2.488284029054963
4.06732317732,2.4882165304611252
4.06895028658,2.4881490386108305
4.07057804675,2.4880815523270132
4.0722064581,2.4880140727837534
4.07383552089,2.4879465995856904
4.07546523537,2.4878791327273118
4.07709560181,2.4878116734632467
4.07872662047,2.4877442188677676
4.08035829161,2.4876767713250048
4.08199061549,2.4876093286567325
4.08362359237,2.487541893464309
4.08525722252,2.487474477850979
4.08689150619,2.487407042048004
4.08852644364,2.487339631081771
4.09016203514,2.4872722159064136
4.09179828096,2.487204812306377
4.09343518134,2.4871374150155034
4.09507273655,2.4870700240302845
4.09671094686,2.4870026393512332
4.09834981253,2.4869352609728304
4.09998933381,2.486867888891567
4.10162951098,2.486800523105945
4.10327034429,2.486733163614464
4.104911834,2.486665810411604
4.10655398039,2.486598463493855
4.1081967837,2.486531122861727
4.10984024421,2.486463788509698
4.11148436217,2.486396460436268
4.11312913786,2.48632913927541
4.11477457153,2.486261823113165
4.11642066344,2.486194513858479
4.11806741387,2.4861272108683417
4.11971482307,2.486059914143261
4.1213628913,2.4859926236797243
4.12301161884,2.4859253394722054
4.12466100593,2.4858580621869786
4.12631105286,2.4857907898232305
4.12796175988,2.485723532116957
4.12961312725,2.485656265172238
4.13126515525,2.485591474838534
4.13291784412,2.4855217654991475
4.13457119415,2.4854545309178357
4.13622520559,2.485387299315742
4.13787987871,2.4853200627665646
4.13953521377,2.485252842271788
4.14119121104,2.485185625433239
4.14284787078,2.4851185025607934
4.14450519325,2.485051252107288
4.14616317873,2.484984025590507
4.14782182748,2.484916845007092
4.14948113976,2.4848496900778527
4.15114111584,2.484782470213439
4.15280175598,2.4847153359912277
4.15446306045,2.4847923716338958
4.15612502952,2.484580965513098
4.15778766345,2.4845154205579
4.1594509625,2.4845366483491444
4.16111492695,2.4846801419237043
4.16277955706,2.484312403893681
4.16444485309,2.4842457522757284
4.16611081532,2.4841794174052727
4.167777444,2.484425365876383
4.16944473941,2.4840458239412575
4.17111270181,2.48397683742824
4.17278133147,2.4839097279510782
4.17445062866,2.4838449336482338
4.17612059364,2.4837756262170703
4.17779122667,2.483708489547435
4.17946252804,2.4836417884872204
4.181134498,2.4835745073844673
4.18280713682,2.483507257106369
4.18448044477,2.4834402970456124
4.18615442212,2.48337331241197
4.18782906914,2.4833061263162866
4.18950438608,2.4832390705548266
4.19118037323,2.48328233958807
4.19285703085,2.4831050492780204
4.1945343592,2.4831244678348283
4.19621235856,2.4829710233005136
4.1978910292,2.4829067513178984
4.19957037137,2.4828370999725293
4.20125038536,2.4827699936341263
4.20293107143,2.4827030437186806
4.20461242984,2.482636053965623
4.20629446088,2.48256905386537
4.2079771648,2.4825022928851443
4.20966054187,2.4824351169970185
4.21134459238,2.482368279850917
4.21302931657,2.482301218500688
4.21471471473,2.482234325650985
4.21640078713,2.4821673732123704
4.21808753403,2.4821003934168338
4.2197749557,2.4820335131601263
4.22146305241,2.4819665554052093
4.22315182444,2.4819009252587017
4.22484127205,2.4818328537796415
4.22653139552,2.481805778839271
4.22822219511,2.481698928343243
4.22991367109,2.4816320526520443
4.23160582374,2.481565159964574
4.23329865333,2.481498280164627
4.23499216012,2.481432368774132
4.23668634439,2.4813645416141497
4.23838120641,2.4812976884767375
4.24007674645,2.4812308297979855
4.24177296478,2.481163995172427
4.24346986167,2.4810971414577865
4.2451674374,2.4810303071667623
4.24686569223,2.480963517845436
4.24856462644,2.4809960468186967
4.2502642403,2.4808298478573656
4.25196453407,2.480763232676589
4.25366550805,2.480698939484596
4.25536716248,2.4806294242631246
4.25706949765,2.480562640410437
4.25877251384,2.480495854626651
4.2604762113,2.4804292361867533
4.26218059032,2.4803624782317604
4.26388565116,2.480295569733575
4.26559139411,2.480228948544872
4.26729781943,2.480168321306036
4.26900492739,2.4800952534368514
4.27071271827,2.480029209924754
4.27242119235,2.479965228030425
4.27413034989,2.47989504715623
4.27584019117,2.4798838497054656
4.27755071646,2.479761593837198
4.27926192603,2.4796949285930316
4.28097382017,2.479628187860027
4.28268639914,2.479630536959085
4.28439966321,2.4794947707002732
4.28611361267,2.4795391481039375
4.28782824778,2.479361394895871
4.28954356883,2.479294842147662
4.29125957608,2.479228062635626
4.2929762698,2.479161377788868
4.29469365028,2.479094736989694
4.29641171779,2.4790280739253436
4.2981304726,2.4789614184835553
